movie_title,director_name,genres,actor_1_name,actor_2_name,actor_3_name
dungeons & dragons: wrath of the dragon god ,Gerry Lively,Action Adventure Fantasy,Bruce Payne,Lucy Gaskell,Steven Elder
chiamatemi francesco - il papa della gente ,Daniele Luchetti,Biography,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere
shinjuku incident ,Tung-Shing Yee,Action Crime Drama Thriller,Bingbing Fan,Daniel Wu,Yasuaki Kurata
pandaemonium ,Julien Temple,Biography Drama,Samantha Morton,Dexter Fletcher,Linus Roache
groundhog day ,Harold Ramis,Comedy Fantasy Romance,Bill Murray,Chris Elliott,Willie Garson
magic mike xxl ,Gregory Jacobs,Comedy Drama Music,Matt Bomer,Channing Tatum,Kevin Nash
romeo + juliet ,Baz Luhrmann,Drama Romance,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy
sarah's key ,Gilles Paquet-Brenner,Drama War,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj
freedom ,Peter Cousens,Drama Family Music,Sharon Leal,David Rasche,Bart Shatto
unforgiven ,Clint Eastwood,Drama Western,Clint Eastwood,Morgan Freeman,Frances Fisher
manderlay ,Lars von Trier,Drama,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr
slumdog millionaire ,Danny Boyle,Drama Romance,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar
fatal attraction ,Adrian Lyne,Drama Romance Thriller,Fred Gwynne,Lois Smith,Anne Archer
pretty woman ,Garry Marshall,Comedy Romance,Julia Roberts,Hector Elizondo,Jason Alexander
towering inferno             ,John Blanchard,Comedy,Martin Short,Andrea Martin,Joe Flaherty
crocodile dundee ii ,John Cornell,Action Adventure Comedy,Paul Hogan,Linda Kozlowski,John Meillon
broken horses ,Vidhu Vinod Chopra,Action Crime Drama Mystery Thriller,María Valverde,Chris Marquette,Chad Bishop
born on the fourth of july ,Oliver Stone,Biography Drama War,Tom Cruise,Tom Berenger,Stephen Baldwin
cool runnings ,Jon Turteltaub,Adventure Comedy Family Sport,Doug E. Doug,Leon,Malik Yoba
my bloody valentine ,Patrick Lussier,Horror Thriller,Jensen Ackles,Jaime King,Edi Gathegi
the possession ,Ole Bornedal,Horror Thriller,Kyra Sedgwick,Madison Davenport,Natasha Calis
first blood ,Ted Kotcheff,Action Adventure Drama,Sylvester Stallone,Brian Dennehy,Chris Mulkey
stomp the yard ,Sylvain White,Drama Music Romance,Chris Brown,Laz Alonso,Harry Lennix
the spy who loved me ,Lewis Gilbert,Action Adventure Sci-Fi Thriller,Caroline Munro,Desmond Llewelyn,Barbara Bach
urban legend ,Jamie Blanks,Horror Mystery Thriller,Alicia Witt,Loretta Devine,Julian Richings
dangerous liaisons ,Stephen Frears,Drama Romance,Keanu Reeves,Peter Capaldi,Swoosie Kurtz
good deeds ,Tyler Perry,Comedy Drama Romance,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy
white fang ,Randal Kleiser,Adventure Drama,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan
superstar ,Bruce McCulloch,Comedy Romance,Will Ferrell,Elaine Hendrix,Molly Shannon
the iron lady ,Phyllida Lloyd,Biography Drama History,Meryl Streep,Jim Broadbent,Olivia Colman
jonah: a veggietales movie ,Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,Phil Vischer,Mike Nawrocki,Shelby Vischer
poetic justice ,John Singleton,Drama Romance,Janet Jackson,Khandi Alexander,Maya Angelou
all about the benjamins ,Kevin Bray,Action Comedy Crime Thriller,Mike Epps,Roger Guenveur Smith,Gino Salvano
vampire in brooklyn ,Wes Craven,Comedy Fantasy Horror Romance,John Witherspoon,W. Earl Brown,Allen Payne
exorcist ii: the heretic ,John Boorman,Horror,Linda Blair,Richard Burton,Ned Beatty
an american haunting ,Courtney Solomon,Horror Mystery Thriller,Sissy Spacek,James D'Arcy,Vernon Dobtcheff
my boss's daughter ,David Zucker,Comedy Romance,Carmen Electra,Tyler Labine,Molly Shannon
a perfect getaway ,David Twohy,Adventure Mystery Thriller,Chris Hemsworth,Milla Jovovich,Marley Shelton
our family wedding ,Rick Famuyiwa,Comedy Romance,America Ferrera,Lance Gross,Lupe Ontiveros
dead man on campus ,Alan Cohn,Comedy,Alyson Hannigan,Linda Cardellini,Poppy Montgomery
tea with mussolini ,Franco Zeffirelli,Comedy Drama War,Lily Tomlin,Joan Plowright,Paolo Seganti
thinner ,Tom Holland,Fantasy Horror,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer
"new york, new york ",Martin Scorsese,Drama Music Musical Romance,Robert De Niro,Liza Minnelli,Mary Kay Place
crooklyn ,Spike Lee,Comedy Drama,Alfre Woodard,Delroy Lindo,Isaiah Washington
i think i love my wife ,Chris Rock,Comedy Drama Romance,Steve Buscemi,Eliza Coupe,Wendell Pierce
jason x ,James Isaac,Action Horror Sci-Fi Thriller,Peter Mensah,Kane Hodder,Lexa Doig
big fat liar ,Shawn Levy,Adventure Comedy Family,Frankie Muniz,Donald Faison,Lee Majors
bobby ,Emilio Estevez,Drama History,Anthony Hopkins,Nick Cannon,Brian Geraghty
head over heels ,Mark Waters,Comedy Mystery Romance,Monica Potter,Ivana Milicevic,China Chow
fun size ,Josh Schwartz,Adventure Comedy,Thomas McDonell,Jackson Nicoll,Osric Chau
the diving bell and the butterfly ,Julian Schnabel,Biography Drama,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé
little children ,Todd Field,Drama Romance,Kate Winslet,Noah Emmerich,Jane Adams
gossip ,Davis Guggenheim,Drama Mystery Thriller,Norman Reedus,Sharon Lawrence,Noam Jenkins
a walk on the moon ,Tony Goldwyn,Drama,Viggo Mortensen,Julie Kavner,Tovah Feldshuh
catch a fire ,Phillip Noyce,Biography Drama History,Derek Luke,Terry Pheto,Bonnie Henna
soul survivors ,Stephen Carpenter,Drama Horror Mystery Thriller,Melissa Sagemiller,Angela Featherstone,Candace Kroslak
jefferson in paris ,James Ivory,Biography Drama History Romance,Seth Gilliam,Todd Boyce,Nigel Whitmey
easy virtue ,Stephan Elliott,Comedy Romance,Colin Firth,Kristin Scott Thomas,Kris Marshall
caravans ,James Fargo,Action Adventure History,Christopher Lee,Joseph Cotten,Behrouz Vossoughi
mr. turner ,Mike Leigh,Biography Drama History,Lesley Manville,Ruth Sheen,Karl Johnson
wild grass ,Alain Resnais,Drama Romance,Mathieu Amalric,Sara Forestier,Edouard Baer
amen. ,Costa-Gavras,Biography Crime Drama War,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe
reign of assassins ,Chao-Bin Su,Action,Woo-sung Jung,Shawn Yue,Kelly Lin
the lucky ones ,Neil Burger,Comedy Drama War,John Heard,Katherine LaNasa,Mark L. Young
margaret ,Kenneth Lonergan,Drama,Matt Damon,Kieran Culkin,John Gallagher Jr.
stan helsing ,Bo Zenga,Comedy Horror,Steve Howey,Kenan Thompson,Diora Baird
flipped ,Rob Reiner,Comedy Drama Romance,Madeline Carroll,Rebecca De Mornay,Aidan Quinn
brokeback mountain ,Ang Lee,Drama Romance,Jake Gyllenhaal,Heath Ledger,Anne Hathaway
teenage mutant ninja turtles ,Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard
clueless ,Amy Heckerling,Comedy Romance,Donald Faison,Dan Hedaya,Elisa Donovan
far from heaven ,Todd Haynes,Drama Romance,Dennis Quaid,Celia Weston,Michael Gaston
hot tub time machine 2 ,Steve Pink,Comedy Sci-Fi,Adam Scott,Gillian Jacobs,Collette Wolfe
quills ,Philip Kaufman,Biography Drama,Kate Winslet,Stephen Marcus,Amelia Warner
seven psychopaths ,Martin McDonagh,Comedy Crime,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg
the caveman's valentine ,Kasi Lemmons,Crime Drama Music Mystery Thriller,Colm Feore,Tamara Tunie,Aunjanue Ellis
downfall ,Oliver Hirschbiegel,Biography Drama History War,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara
the sea inside ,Alejandro Amenábar,Biography Drama Romance,Belén Rueda,Lola Dueñas,Tamar Novas
under the skin ,Jonathan Glazer,Drama Horror Sci-Fi Thriller,Scarlett Johansson,Paul Brannigan,Alison Chand
"good morning, vietnam ",Barry Levinson,Biography Comedy Drama War,Robin Williams,J.T. Walsh,Bruno Kirby
the last godfather ,Hyung-rae Shim,Comedy,Jason Mewes,Stephanie Danielson,Michael Rispoli
justin bieber: never say never ,Jon M. Chu,Documentary Music,Usher Raymond,Sean Kingston,Boys II Men
black swan ,Darren Aronofsky,Drama Thriller,Natalie Portman,Mila Kunis,Mark Margolis
robocop ,José Padilha,Action Crime Sci-Fi Thriller,Gary Oldman,Abbie Cornish,Jennifer Ehle
the godfather: part ii ,Francis Ford Coppola,Crime Drama,Robert De Niro,Al Pacino,Robert Duvall
save the last dance ,Thomas Carter,Drama Music Romance,Sean Patrick Thomas,Terry Kinney,Fredro Starr
a nightmare on elm street 4: the dream master ,Renny Harlin,Fantasy Horror Thriller,Tuesday Knight,Rodney Eastman,Brooke Bundy
miracles from heaven ,Patricia Riggen,Drama,Jennifer Garner,Brighton Sharbino,Martin Henderson
"dude, where's my car? ",Danny Leiner,Comedy Mystery,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff
young guns ,Christopher Cain,Action Crime Drama Thriller Western,Jack Palance,Patrick Wayne,Brian Keith
st. vincent ,Theodore Melfi,Comedy Drama,Bill Murray,Naomi Watts,Reg E. Cathey
about last night ,Steve Pink,Comedy Romance,Joe Lo Truglio,Regina Hall,Bryan Callen
10 things i hate about you ,Gil Junger,Comedy Drama Romance,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan
the new guy ,Ed Decter,Comedy,Zooey Deschanel,Eddie Griffin,Gene Simmons
loaded weapon 1 ,Gene Quintano,Action Comedy Crime,Jon Lovitz,Lin Shaye,Bill Nunn
the shallows ,Jaume Collet-Serra,Drama Horror Thriller,Óscar Jaenada,Brett Cullen,Sedona Legge
the butterfly effect ,Eric Bress,Sci-Fi Thriller,Logan Lerman,Eric Stoltz,Cameron Bright
snow day ,Chris Koch,Adventure Comedy Family,Chris Elliott,Mark Webber,Jean Smart
this christmas ,Preston A. Whitmore II,Comedy Drama Romance,Mekhi Phifer,Chris Brown,Loretta Devine
baby geniuses ,Bob Clark,Comedy Crime Family Sci-Fi,Kathleen Turner,Dom DeLuise,Ruby Dee
the big hit ,Kirk Wong,Action Comedy Crime Thriller,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.
harriet the spy ,Bronwen Hughes,Comedy Drama Family,Gregory Smith,Eartha Kitt,Charlotte Sullivan
child's play 2 ,John Lafia,Fantasy Horror,Jenny Agutter,Beth Grant,Greg Germann
no good deed ,Sam Miller,Crime Thriller,Leslie Bibb,Kate del Castillo,Henry Simmons
the mist ,Frank Darabont,Horror,Toby Jones,Alexa Davalos,Jeffrey DeMunn
ex machina ,Alex Garland,Drama Mystery Sci-Fi Thriller,Elina Alminas,Sonoya Mizuno,Corey Johnson
being john malkovich ,Spike Jonze,Comedy Drama Fantasy,Willie Garson,Orson Bean,Mary Kay Place
two can play that game ,Mark Brown,Comedy Romance,Mo'Nique,Vivica A. Fox,Tamala Jones
earth to echo ,Dave Green,Adventure Family Sci-Fi,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford
crazy/beautiful ,John Stockwell,Drama Romance,Kirsten Dunst,Jay Hernandez,Rolando Molina
letters from iwo jima ,Clint Eastwood,Drama History War,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura
the astronaut farmer ,Michael Polish,Adventure Drama Sci-Fi,J.K. Simmons,Virginia Madsen,Bruce Dern
woo ,Daisy von Scherler Mayer,Comedy Romance,LL Cool J,Jada Pinkett Smith,Dave Chappelle
room ,Lenny Abrahamson,Drama,Joan Allen,Jacob Tremblay,Cas Anvar
dirty work ,Bob Saget,Comedy,Don Rickles,Jack Warden,Traylor Howard
serial mom ,John Waters,Comedy Crime Thriller,Kathleen Turner,Sam Waterston,Traci Lords
dick ,Andrew Fleming,Comedy,Ryan Reynolds,Will Ferrell,Kirsten Dunst
del 1 - män som hatar kvinnor             ,Niels Arden Oplev,Action Crime Mystery Thriller,Michael Nyqvist,David Dencik,Lena Endre
light it up ,Craig Bolotin,Drama Thriller,Rosario Dawson,Vanessa Williams,Robert Ri'chard
54 ,Mark Christopher,Drama Music,Salma Hayek,Ellen Albertini Dow,Sela Ward
bubble boy ,Blair Hayes,Adventure Comedy Romance Sci-Fi,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton
birthday girl ,Jez Butterworth,Comedy Crime Thriller,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin
21 & over ,Jon Lucas,Comedy,Justin Chon,Josie Loren,Sarah Wright
"paris, je t'aime ",Olivier Assayas,Comedy Drama Romance,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno
resurrecting the champ ,Rod Lurie,Drama Sport,Harry Lennix,Kathryn Morris,Peter Coyote
admission ,Paul Weitz,Comedy Drama Romance,Tina Fey,Sarita Choudhury,Christopher Evan Welch
the widow of saint-pierre ,Patrice Leconte,Drama Romance,Emir Kusturica,Daniel Auteuil,Yves Jacques
chloe ,Atom Egoyan,Drama Mystery Romance Thriller,Liam Neeson,Meghan Heffern,Natalie Lisinska
faithful ,Paul Mazursky,Comedy Crime Drama,Chazz Palminteri,Ryan O'Neal,Paul Mazursky
brothers ,Jim Sheridan,Drama Thriller,Natalie Portman,Jake Gyllenhaal,Ethan Suplee
find me guilty ,Sidney Lumet,Biography Comedy Crime Drama,Peter Dinklage,Vin Diesel,Alex Rocco
the perks of being a wallflower ,Stephen Chbosky,Drama Romance,Logan Lerman,Ezra Miller,Kate Walsh
excessive force ,Jon Hess,Action,Burt Young,Ian Gomez,Thomas Ian Griffith
infamous ,Douglas McGrath,Biography Crime Drama,Toby Jones,Isabella Rossellini,Hope Davis
the claim ,Michael Winterbottom,Drama Romance Western,Milla Jovovich,Sarah Polley,Shirley Henderson
the vatican tapes ,Mark Neveldine,Horror Thriller,Djimon Hounsou,Alison Lohman,Dougray Scott
attack the block ,Joe Cornish,Action Comedy Sci-Fi Thriller,John Boyega,Luke Treadaway,Jodie Whittaker
in the land of blood and honey ,Angelina Jolie Pitt,Drama Romance War,Jelena Jovanova,Nikola Djuricko,Branko Djuric
the call ,Brad Anderson,Crime Thriller,Michael Imperioli,Tara Platt,Roma Maffia
operation chromite ,John H. Lee,Action Drama History War,Liam Neeson,Dean Dawson,Jung-jae Lee
the crocodile hunter: collision course ,John Stainton,Action Adventure Comedy Family,Steve Irwin,Aden Young,Steve Bastoni
i love you phillip morris ,Glenn Ficarra,Biography Comedy Crime Drama Romance,Dameon Clarke,Louis Herthum,Annie Golden
quest for fire ,Jean-Jacques Annaud,Adventure Drama History,Rae Dawn Chong,Everett McGill,Gary Schwartz
antwone fisher ,Denzel Washington,Biography Drama,Denzel Washington,Kevin Connolly,Derek Luke
the emperor's club ,Michael Hoffman,Drama,Gabriel Millman,Embeth Davidtz,Rob Morrow
true romance ,Tony Scott,Action Crime Drama Romance Thriller,Brad Pitt,Gary Oldman,Michael Rapaport
womb ,Benedek Fliegauf,Drama Romance Sci-Fi,Eva Green,Matt Smith,Hannah Murray
glengarry glen ross ,James Foley,Crime Drama Mystery,Kevin Spacey,Al Pacino,Jude Ciccolella
the killer inside me ,Michael Winterbottom,Crime Drama Thriller,Liam Aiken,Ned Beatty,Jay R. Ferguson
cat people ,Paul Schrader,Fantasy Horror Thriller,Ed Begley Jr.,Ruby Dee,John Heard
sorority row ,Stewart Hendler,Horror Mystery,Julian Morris,Margo Harshman,Rumer Willis
the prisoner of zenda ,John Cromwell,Adventure Drama Romance,David Niven,Mary Astor,Ronald Colman
lars and the real girl ,Craig Gillespie,Comedy Drama Romance,Ryan Gosling,Kelli Garner,Paul Schneider
the boy in the striped pajamas ,Mark Herman,Drama War,Richard Johnson,Sheila Hancock,Cara Horgan
dancer in the dark ,Lars von Trier,Crime Drama Musical,Catherine Deneuve,Udo Kier,Björk
oscar and lucinda ,Gillian Armstrong,Drama Romance,Tom Wilkinson,Richard Roxburgh,Clive Russell
the funeral ,Abel Ferrara,Crime Drama,Isabella Rossellini,Vincent Gallo,Gretchen Mol
solitary man ,Brian Koppelman,Comedy Drama Romance,Jenna Fischer,David Costabile,Richard Schiff
machete ,Ethan Maniquis,Action Crime Thriller,Robert De Niro,Don Johnson,Cheech Marin
casino jack ,George Hickenlooper,Biography Comedy Crime Drama,Kevin Spacey,Eric Schweig,Christian Campbell
the land before time ,Don Bluth,Adventure Animation Family,Judith Barsi,Gabriel Damon,Bill Erwin
tae guk gi: the brotherhood of war ,Je-kyu Kang,Action Drama War,Min-sik Choi,Bin Won,Dong-gun Jang
the perfect game ,William Dear,Comedy Drama Family Sport,Clifton Collins Jr.,Cheech Marin,Bruce McGill
the exorcist ,William Friedkin,Horror,Ellen Burstyn,Linda Blair,Lee J. Cobb
jaws ,Steven Spielberg,Adventure Drama Thriller,Roy Scheider,Robert Shaw,Murray Hamilton
american pie ,Paul Weitz,Comedy,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne
ernest & celestine ,Stéphane Aubier,Animation Comedy Crime Drama Family,Mackenzie Foy,Megan Mullally,Lambert Wilson
the golden child ,Michael Ritchie,Action Adventure Comedy Fantasy Mystery,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis
think like a man ,Tim Story,Comedy Romance,Chris Brown,Romany Malco,Regina Hall
barbershop ,Tim Story,Comedy Drama,Sean Patrick Thomas,Jason George,Cedric the Entertainer
star trek ii: the wrath of khan ,Nicholas Meyer,Action Adventure Sci-Fi,Leonard Nimoy,Kirstie Alley,Nichelle Nichols
ace ventura: pet detective ,Tom Shadyac,Comedy,Sean Young,Udo Kier,David Margulies
wargames ,John Badham,Sci-Fi Thriller,Matthew Broderick,Barry Corbin,Ally Sheedy
witness ,Peter Weir,Crime Drama Romance Thriller,Harrison Ford,Viggo Mortensen,Lukas Haas
act of valor ,Mike McCoy,Action Adventure Drama Thriller War,Alex Veadov,Jason Cottle,Rorke Denver
step up ,Anne Fletcher,Crime Drama Music Romance,Channing Tatum,Alyson Stoner,Josh Henderson
beavis and butt-head do america ,Mike Judge,Adventure Animation Comedy Crime,Bruce Willis,Demi Moore,John Doman
jackie brown ,Quentin Tarantino,Crime Thriller,Robert De Niro,Sid Haig,Robert Forster
harold & kumar escape from guantanamo bay ,Jon Hurwitz,Adventure Comedy,Danneel Ackles,Eric Winter,Beverly D'Angelo
chronicle ,Josh Trank,Drama Sci-Fi Thriller,Michael Kelly,Alex Russell,Ashley Hinshaw
yentl ,Barbra Streisand,Drama Musical Romance,Miriam Margolyes,Amy Irving,Steven Hill
time bandits ,Terry Gilliam,Adventure Comedy Fantasy Sci-Fi,Shelley Duvall,Michael Palin,Kenny Baker
crossroads ,Tamra Davis,Comedy Drama,Britney Spears,Katherine Boecher,Dave Allen
project x ,Nima Nourizadeh,Comedy Crime,Dax Flame,Kirby Bliss Blanton,Oliver Cooper
patton ,Franklin J. Schaffner,Biography Drama War,George C. Scott,Karl Malden,Bill Hickman
one hour photo ,Mark Romanek,Drama Thriller,Robin Williams,Gary Cole,Connie Nielsen
quarantine ,John Erick Dowdle,Horror Sci-Fi Thriller,Andrew Fiscella,Jay Hernandez,Dania Ramirez
the eye ,David Moreau,Horror Mystery,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé
johnson family vacation ,Christopher Erskin,Comedy,Vanessa Williams,Shannon Elizabeth,Shad Moss
how high ,Jesse Dylan,Comedy Fantasy,Hector Elizondo,Fred Willard,T.J. Thyne
the muppet christmas carol ,Brian Henson,Comedy Drama Family Fantasy Musical,Steven Mackintosh,Jerry Nelson,Steve Whitmire
casino royale ,Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic
frida ,Julie Taymor,Biography Drama Romance,Salma Hayek,Roger Rees,Valeria Golino
katy perry: part of me ,Dan Cutforth,Documentary Music,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell
the fault in our stars ,Josh Boone,Drama Romance,Shailene Woodley,Sam Trammell,Nat Wolff
rounders ,John Dahl,Crime Drama,Matt Damon,Martin Landau,Gretchen Mol
top five ,Chris Rock,Comedy Romance,Rosario Dawson,Romany Malco,J.B. Smoove
prophecy ,John Frankenheimer,Horror Sci-Fi,Talia Shire,Richard Dysart,Robert Foxworth
stir of echoes ,David Koepp,Horror Mystery Thriller,Illeana Douglas,Kathryn Erbe,Lusia Strus
philomena ,Stephen Frears,Biography Drama,Steve Coogan,Mare Winningham,Peter Hermann
the upside of anger ,Mike Binder,Comedy Drama,Alicia Witt,Erika Christensen,Joan Allen
the boys from brazil ,Franklin J. Schaffner,Drama Thriller,Laurence Olivier,Anne Meara,Steve Guttenberg
aquamarine ,Elizabeth Allen Rosenbaum,Comedy Family Fantasy Romance,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman
paper towns ,Jake Schreier,Drama Mystery Romance,Nat Wolff,Cara Delevingne,Meg Crosbie
my baby's daddy ,Cheryl Dunye,Comedy,Michael Imperioli,Marsha Thomason,Bai Ling
nebraska ,Alexander Payne,Adventure Comedy Drama,Devin Ratray,Bruce Dern,Will Forte
tales from the crypt: demon knight ,Ernest R. Dickerson,Action Fantasy Horror Thriller,CCH Pounder,Jada Pinkett Smith,Gary Farmer
max keeble's big move ,Tim Hill,Comedy Crime Family,Noel Fisher,Amber Valletta,Larry Miller
young adult ,Jason Reitman,Comedy Drama,Charlize Theron,Patton Oswalt,Collette Wolfe
crank ,Mark Neveldine,Action Crime Thriller,Jason Statham,Edi Gathegi,Jose Pablo Cantillo
how to be a player ,Lionel C. Martin,Comedy,Bernie Mac,Gilbert Gottfried,Lark Voorhies
