,Unnamed: 0,Unnamed: 0.1,title,director,genres,actor1,actor2,actor3,combined_text
2954,2954,2954,triangle,Christopher Smith,Fantasy Mystery Thriller,Rachael Carpani,Michael Dorman,Emma Lung,Christopher Smith Rachael Carpani Michael Dorman Emma Lung Fantasy Mystery Thriller
2955,2955,2955,10 days in a madhouse,Timothy Hines,Drama,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Timothy Hines Christopher Lambert Kelly LeBrock Alexandra Callas Drama
2956,2956,2956,heaven is for real,Randall Wallace,Biography Drama,Jacob Vargas,Connor Corum,Rob Moran,Randall Wallace Jacob Vargas Connor Corum Rob Moran Biography Drama
2957,2957,2957,snatch,Guy Ritchie,Comedy Crime,Jason Statham,Brad Pitt,Jason Flemyng,Guy Ritchie Jason Statham Brad Pitt Jason Flemyng Comedy Crime
2958,2958,2958,dancin' it's on,David Winters,Family Musical,Gary Daniels,Matt Marr,Ginger Jensen,David Winters Gary Daniels Matt Marr Ginger Jensen Family Musical
2959,2959,2959,pet sematary,Mary Lambert,Fantasy Horror,Miko Hughes,Fred Gwynne,Denise Crosby,Mary Lambert Miko Hughes Fred Gwynne Denise Crosby Fantasy Horror
2960,2960,2960,madadayo,Akira Kurosawa,Drama,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Akira Kurosawa Tatsuo Matsumura Tetsu Watanabe Akira Terao Drama
2961,2961,2961,the cry of the owl,Jamie Thraves,Drama Thriller,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Jamie Thraves Paddy Considine Caroline Dhavernas Charlotte Sullivan Drama Thriller
2962,2962,2962,a tale of three cities,Mabel Cheung,Drama,Wei Tang,Ching Wan Lau,Hailu Qin,Mabel Cheung Wei Tang Ching Wan Lau Hailu Qin Drama
2963,2963,2963,gremlins,Joe Dante,Comedy Fantasy Horror,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Joe Dante Phoebe Cates Harry Carey Jr. Zach Galligan Comedy Fantasy Horror
2964,2964,2964,star wars: episode iv - a new hope,George Lucas,Action Adventure Fantasy Sci-Fi,Harrison Ford,Peter Cushing,Kenny Baker,George Lucas Harrison Ford Peter Cushing Kenny Baker Action Adventure Fantasy Sci-Fi
2965,2965,2965,dirty grandpa,Dan Mazer,Comedy,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Dan Mazer Robert De Niro Zoey Deutch Jason Mantzoukas Comedy
2966,2966,2966,doctor zhivago,David Lean,Drama Romance War,Julie Christie,Klaus Kinski,Geraldine Chaplin,David Lean Julie Christie Klaus Kinski Geraldine Chaplin Drama Romance War
2967,2967,2967,trash,Stephen Daldry,Adventure Crime Drama Mystery Thriller,Wagner Moura,Selton Mello,Daniel Zettel,Stephen Daldry Wagner Moura Selton Mello Daniel Zettel Adventure Crime Drama Mystery Thriller
2968,2968,2968,high school musical 3: senior year,Kenny Ortega,Comedy Drama Family Music Musical Romance,Lucas Grabeel,Matt Prokop,Corbin Bleu,Kenny Ortega Lucas Grabeel Matt Prokop Corbin Bleu Comedy Drama Family Music Musical Romance
2969,2969,2969,the fighter,David O. Russell,Biography Drama Sport,Christian Bale,Jack McGee,Melissa McMeekin,David O. Russell Christian Bale Jack McGee Melissa McMeekin Biography Drama Sport
2970,2970,2970,jackass number two,Jeff Tremaine,Action Comedy Documentary,Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine Bam Margera Steve-O Chris Pontius Action Comedy Documentary
2971,2971,2971,my cousin vinny,Jonathan Lynn,Comedy Crime,Fred Gwynne,Bruce McGill,Lane Smith,Jonathan Lynn Fred Gwynne Bruce McGill Lane Smith Comedy Crime
2972,2972,2972,if i stay,R.J. Cutler,Drama Fantasy Music Romance,Chloë Grace Moretz,Mireille Enos,Stacy Keach,R.J. Cutler Chloë Grace Moretz Mireille Enos Stacy Keach Drama Fantasy Music Romance
2973,2973,2973,drive hard,Brian Trenchard-Smith,Action Comedy Crime,Zoe Ventoura,Damien Garvey,Christopher Sommers,Brian Trenchard-Smith Zoe Ventoura Damien Garvey Christopher Sommers Action Comedy Crime
2974,2974,2974,major league,David S. Ward,Comedy Sport,Corbin Bernsen,Tom Berenger,Rene Russo,David S. Ward Corbin Bernsen Tom Berenger Rene Russo Comedy Sport
2975,2975,2975,st. trinian's,Oliver Parker,Comedy,Lily Cole,Rupert Everett,Tamsin Egerton,Oliver Parker Lily Cole Rupert Everett Tamsin Egerton Comedy
2976,2976,2976,phone booth,Joel Schumacher,Crime Thriller,Radha Mitchell,John Enos III,Richard T. Jones,Joel Schumacher Radha Mitchell John Enos III Richard T. Jones Crime Thriller
2977,2977,2977,a walk to remember,Adam Shankman,Drama Romance,Lauren German,Peter Coyote,Paz de la Huerta,Adam Shankman Lauren German Peter Coyote Paz de la Huerta Drama Romance
2978,2978,2978,dead man walking,Tim Robbins,Crime Drama,Lois Smith,Celia Weston,Robert Prosky,Tim Robbins Lois Smith Celia Weston Robert Prosky Crime Drama
2979,2979,2979,cruel intentions,Roger Kumble,Drama Romance,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Roger Kumble Sarah Michelle Gellar Sean Patrick Thomas Eric Mabius Drama Romance
2980,2980,2980,saw vi,Kevin Greutert,Horror Mystery,Costas Mandylor,Shawnee Smith,George Newbern,Kevin Greutert Costas Mandylor Shawnee Smith George Newbern Horror Mystery
2981,2981,2981,history of the world: part i,Mel Brooks,Comedy,Madeline Kahn,Sid Caesar,Dom DeLuise,Mel Brooks Madeline Kahn Sid Caesar Dom DeLuise Comedy
2982,2982,2982,the secret life of bees,Gina Prince-Bythewood,Drama,Nate Parker,Alicia Keys,Jennifer Hudson,Gina Prince-Bythewood Nate Parker Alicia Keys Jennifer Hudson Drama
2983,2983,2983,corky romano,Rob Pritts,Comedy Crime,Vincent Pastore,Vinessa Shaw,Peter Berg,Rob Pritts Vincent Pastore Vinessa Shaw Peter Berg Comedy Crime
2984,2984,2984,raising cain,Brian De Palma,Crime Drama Thriller,Steven Bauer,Gabrielle Carteris,Gregg Henry,Brian De Palma Steven Bauer Gabrielle Carteris Gregg Henry Crime Drama Thriller
2985,2985,2985,f.i.s.t.,Norman Jewison,Drama,Sylvester Stallone,Peter Boyle,Rod Steiger,Norman Jewison Sylvester Stallone Peter Boyle Rod Steiger Drama
2986,2986,2986,invaders from mars,Tobe Hooper,Horror Sci-Fi,Louise Fletcher,Bud Cort,William Bassett,Tobe Hooper Louise Fletcher Bud Cort William Bassett Horror Sci-Fi
2987,2987,2987,brooklyn,John Crowley,Drama Romance,Julie Walters,Fiona Glascott,Eva Birthistle,John Crowley Julie Walters Fiona Glascott Eva Birthistle Drama Romance
2988,2988,2988,barry lyndon,Stanley Kubrick,Adventure Drama History War,Ryan O'Neal,Steven Berkoff,Hardy Krüger,Stanley Kubrick Ryan O'Neal Steven Berkoff Hardy Krüger Adventure Drama History War
2989,2989,2989,out cold,Brendan Malloy,Comedy Sport,Lee Majors,Jason London,Thomas Lennon,Brendan Malloy Lee Majors Jason London Thomas Lennon Comedy Sport
2990,2990,2990,the ladies man,Reginald Hudlin,Comedy,Will Ferrell,John Witherspoon,Tim Meadows,Reginald Hudlin Will Ferrell John Witherspoon Tim Meadows Comedy
2991,2991,2991,quartet,Dustin Hoffman,Comedy Drama,Luke Newberry,Sheridan Smith,Pauline Collins,Dustin Hoffman Luke Newberry Sheridan Smith Pauline Collins Comedy Drama
2992,2992,2992,tomcats,Gregory Poirier,Comedy,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Gregory Poirier Shannon Elizabeth Jake Busey David Ogden Stiers Comedy
2993,2993,2993,frailty,Bill Paxton,Crime Drama Thriller,Matthew McConaughey,Powers Boothe,Matt O'Leary,Bill Paxton Matthew McConaughey Powers Boothe Matt O'Leary Crime Drama Thriller
2994,2994,2994,woman in gold,Simon Curtis,Biography Drama History,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Simon Curtis Ryan Reynolds Frances Fisher Elizabeth McGovern Biography Drama History
2995,2995,2995,kinsey,Bill Condon,Biography Drama,Liam Neeson,Oliver Platt,Dylan Baker,Bill Condon Liam Neeson Oliver Platt Dylan Baker Biography Drama
2996,2996,2996,army of darkness,Sam Raimi,Comedy Fantasy Horror,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Sam Raimi Patricia Tallman Bridget Fonda Embeth Davidtz Comedy Fantasy Horror
2997,2997,2997,slackers,Dewey Nicks,Comedy Romance,Jaime King,Gedde Watanabe,Jim Rash,Dewey Nicks Jaime King Gedde Watanabe Jim Rash Comedy Romance
2998,2998,2998,what's eating gilbert grape,Lasse Hallström,Drama Romance,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Lasse Hallström Johnny Depp Leonardo DiCaprio Kevin Tighe Drama Romance
2999,2999,2999,the visual bible: the gospel of john,Philip Saville,Biography Drama History,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Philip Saville Henry Ian Cusick Alan Van Sprang Scott Handy Biography Drama History
3000,3000,3000,vera drake,Mike Leigh,Crime Drama,Eddie Marsan,Sally Hawkins,Imelda Staunton,Mike Leigh Eddie Marsan Sally Hawkins Imelda Staunton Crime Drama
3001,3001,3001,the guru,Daisy von Scherler Mayer,Comedy Music Romance,Michael McKean,Dash Mihok,Jimi Mistry,Daisy von Scherler Mayer Michael McKean Dash Mihok Jimi Mistry Comedy Music Romance
3002,3002,3002,the perez family,Mira Nair,Comedy Drama Romance,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Mira Nair Anjelica Huston Chazz Palminteri Vincent Gallo Comedy Drama Romance
3003,3003,3003,inside llewyn davis,Ethan Coen,Drama Music,Justin Timberlake,Max Casella,Alex Karpovsky,Ethan Coen Justin Timberlake Max Casella Alex Karpovsky Drama Music
3004,3004,3004,o,Tim Blake Nelson,Drama Romance Thriller,Mekhi Phifer,Andrew Keegan,John Heard,Tim Blake Nelson Mekhi Phifer Andrew Keegan John Heard Drama Romance Thriller
3005,3005,3005,return to the blue lagoon,William A. Graham,Adventure Drama Romance,Milla Jovovich,Wayne Pygram,Lisa Pelikan,William A. Graham Milla Jovovich Wayne Pygram Lisa Pelikan Adventure Drama Romance
3006,3006,3006,the molly maguires,Martin Ritt,Drama History,Frank Finlay,Anthony Zerbe,Samantha Eggar,Martin Ritt Frank Finlay Anthony Zerbe Samantha Eggar Drama History
3007,3007,3007,romance & cigarettes,John Turturro,Comedy Musical Romance,Kate Winslet,Steve Buscemi,Eddie Izzard,John Turturro Kate Winslet Steve Buscemi Eddie Izzard Comedy Musical Romance
3008,3008,3008,copying beethoven,Agnieszka Holland,Biography Drama Music,Phyllida Law,David Kennedy,Angus Barnett,Agnieszka Holland Phyllida Law David Kennedy Angus Barnett Biography Drama Music
3009,3009,3009,poltergeist,Tobe Hooper,Fantasy Horror,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Tobe Hooper Heather O'Rourke Zelda Rubinstein Craig T. Nelson Fantasy Horror
3010,3010,3010,brighton rock,Rowan Joffe,Crime Drama Thriller,Sam Riley,Sean Harris,Geoff Bell,Rowan Joffe Sam Riley Sean Harris Geoff Bell Crime Drama Thriller
3011,3011,3011,saw v,David Hackl,Horror Mystery,Julie Benz,Costas Mandylor,Scott Patterson,David Hackl Julie Benz Costas Mandylor Scott Patterson Horror Mystery
3012,3012,3012,machine gun mccain,Giuliano Montaldo,Crime Drama Thriller,John Cassavetes,Gena Rowlands,Britt Ekland,Giuliano Montaldo John Cassavetes Gena Rowlands Britt Ekland Crime Drama Thriller
3013,3013,3013,lol,Lisa Azuelos,Comedy Drama Romance,Nora Dunn,Lina Esco,Alix Freihage,Lisa Azuelos Nora Dunn Lina Esco Alix Freihage Comedy Drama Romance
3014,3014,3014,jindabyne,Ray Lawrence,Crime Drama Mystery Thriller,John Howard,Deborra-Lee Furness,Max Cullen,Ray Lawrence John Howard Deborra-Lee Furness Max Cullen Crime Drama Mystery Thriller
3015,3015,3015,kabhi alvida naa kehna,Karan Johar,Drama,Shah Rukh Khan,John Abraham,Preity Zinta,Karan Johar Shah Rukh Khan John Abraham Preity Zinta Drama
3016,3016,3016,an ideal husband,Oliver Parker,Comedy Romance,Minnie Driver,Rupert Everett,Jeremy Northam,Oliver Parker Minnie Driver Rupert Everett Jeremy Northam Comedy Romance
3017,3017,3017,the last days on mars,Ruairi Robinson,Horror Sci-Fi Thriller,Romola Garai,Olivia Williams,Tom Cullen,Ruairi Robinson Romola Garai Olivia Williams Tom Cullen Horror Sci-Fi Thriller
3018,3018,3018,darkness,Jaume Balagueró,Horror,Lena Olin,Giancarlo Giannini,Francesc Pagès,Jaume Balagueró Lena Olin Giancarlo Giannini Francesc Pagès Horror
3019,3019,3019,2001: a space odyssey,Stanley Kubrick,Adventure Mystery Sci-Fi,Keir Dullea,Gary Lockwood,Glenn Beck,Stanley Kubrick Keir Dullea Gary Lockwood Glenn Beck Adventure Mystery Sci-Fi
3020,3020,3020,e.t. the extra-terrestrial,Steven Spielberg,Family Sci-Fi,Henry Thomas,Dee Wallace,Peter Coyote,Steven Spielberg Henry Thomas Dee Wallace Peter Coyote Family Sci-Fi
3021,3021,3021,in the land of women,Jon Kasdan,Comedy Drama Romance,Kristen Stewart,Elena Anaya,Dustin Milligan,Jon Kasdan Kristen Stewart Elena Anaya Dustin Milligan Comedy Drama Romance
3022,3022,3022,the blue butterfly,Léa Pool,Adventure Drama,William Hurt,Marc Donato,Raoul Max Trujillo,Léa Pool William Hurt Marc Donato Raoul Max Trujillo Adventure Drama
3023,3023,3023,there goes my baby,Floyd Mutrux,Comedy Drama,Ricky Schroder,Kelli Williams,Seymour Cassel,Floyd Mutrux Ricky Schroder Kelli Williams Seymour Cassel Comedy Drama
3024,3024,3024,housefull,Sajid Khan,Comedy,Arjun Rampal,Boman Irani,Riteish Deshmukh,Sajid Khan Arjun Rampal Boman Irani Riteish Deshmukh Comedy
3025,3025,3025,september dawn,Christopher Cain,Drama History Romance Western,Jon Gries,Taylor Handley,Trent Ford,Christopher Cain Jon Gries Taylor Handley Trent Ford Drama History Romance Western
3026,3026,3026,for greater glory: the true story of cristiada,Dean Wright,Drama History War,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Dean Wright Santiago Cabrera Eduardo Verástegui Catalina Sandino Moreno Drama History War
3027,3027,3027,la famille bélier,Eric Lartigau,Comedy Drama Music,Karin Viard,Eric Elmosnino,François Damiens,Eric Lartigau Karin Viard Eric Elmosnino François Damiens Comedy Drama Music
3028,3028,3028,good will hunting,Gus Van Sant,Drama,Robin Williams,Matt Damon,Minnie Driver,Gus Van Sant Robin Williams Matt Damon Minnie Driver Drama
3029,3029,3029,misconduct,Shintaro Shimosawa,Drama Thriller,Al Pacino,Anthony Hopkins,Glen Powell,Shintaro Shimosawa Al Pacino Anthony Hopkins Glen Powell Drama Thriller
3030,3030,3030,saw iii,Darren Lynn Bousman,Horror Mystery,Costas Mandylor,Shawnee Smith,Leigh Whannell,Darren Lynn Bousman Costas Mandylor Shawnee Smith Leigh Whannell Horror Mystery
3031,3031,3031,stripes,Ivan Reitman,Action Comedy War,Bill Murray,Harold Ramis,Judge Reinhold,Ivan Reitman Bill Murray Harold Ramis Judge Reinhold Action Comedy War
3032,3032,3032,bring it on,Peyton Reed,Comedy Sport,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Peyton Reed Kirsten Dunst Lindsay Sloane Clare Kramer Comedy Sport
3033,3033,3033,the purge: election year,James DeMonaco,Action Horror Sci-Fi Thriller,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,James DeMonaco Frank Grillo Joseph Julian Soria Mykelti Williamson Action Horror Sci-Fi Thriller
3034,3034,3034,she's all that,Robert Iscove,Comedy Romance,Paul Walker,Clea DuVall,Kieran Culkin,Robert Iscove Paul Walker Clea DuVall Kieran Culkin Comedy Romance
3035,3035,3035,precious,Lee Daniels,Drama,Mo'Nique,Gabourey Sidibe,Mariah Carey,Lee Daniels Mo'Nique Gabourey Sidibe Mariah Carey Drama
3036,3036,3036,saw iv,Darren Lynn Bousman,Horror Mystery,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Darren Lynn Bousman Costas Mandylor Shawnee Smith Angus Macfadyen Horror Mystery
3037,3037,3037,white noise,Geoffrey Sax,Drama Horror Mystery Thriller,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Geoffrey Sax Deborah Kara Unger Keegan Connor Tracy Mike Dopud Drama Horror Mystery Thriller
3038,3038,3038,madea's family reunion,Tyler Perry,Comedy Drama Romance,Boris Kodjoe,Cicely Tyson,Blair Underwood,Tyler Perry Boris Kodjoe Cicely Tyson Blair Underwood Comedy Drama Romance
3039,3039,3039,the color of money,Martin Scorsese,Drama Sport,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Martin Scorsese Tom Cruise Bill Cobbs Mary Elizabeth Mastrantonio Drama Sport
3040,3040,3040,the longest day,Ken Annakin,Action Drama History War,Richard Burton,Richard Beymer,Eddie Albert,Ken Annakin Richard Burton Richard Beymer Eddie Albert Action Drama History War
3041,3041,3041,the mighty ducks,Stephen Herek,Comedy Drama Family Sport,Lane Smith,Shaun Weiss,Elden Henson,Stephen Herek Lane Smith Shaun Weiss Elden Henson Comedy Drama Family Sport
3042,3042,3042,the grudge,Takashi Shimizu,Horror Mystery Thriller,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Takashi Shimizu Sarah Michelle Gellar Clea DuVall Ted Raimi Horror Mystery Thriller
3043,3043,3043,happy gilmore,Dennis Dugan,Comedy Sport,Adam Sandler,Kevin Nealon,Frances Bay,Dennis Dugan Adam Sandler Kevin Nealon Frances Bay Comedy Sport
3044,3044,3044,jeepers creepers,Victor Salva,Horror Mystery,Eileen Brennan,Patricia Belcher,Jonathan Breck,Victor Salva Eileen Brennan Patricia Belcher Jonathan Breck Horror Mystery
3045,3045,3045,bill & ted's excellent adventure,Stephen Herek,Adventure Comedy Music Sci-Fi,Keanu Reeves,George Carlin,Al Leong,Stephen Herek Keanu Reeves George Carlin Al Leong Adventure Comedy Music Sci-Fi
3046,3046,3046,oliver!,Carol Reed,Drama Family Musical,Oliver Reed,Ron Moody,Jack Wild,Carol Reed Oliver Reed Ron Moody Jack Wild Drama Family Musical
3047,3047,3047,the best exotic marigold hotel,John Madden,Comedy Drama,Tom Wilkinson,Penelope Wilton,Celia Imrie,John Madden Tom Wilkinson Penelope Wilton Celia Imrie Comedy Drama
3048,3048,3048,recess: school's out,Chuck Sheetz,Animation Comedy Family Mystery Sci-Fi,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Chuck Sheetz Diedrich Bader Andrew Lawrence Dabney Coleman Animation Comedy Family Mystery Sci-Fi
3049,3049,3049,mad max beyond thunderdome,George Miller,Action Adventure Sci-Fi Thriller,Tina Turner,Bruce Spence,Angelo Rossitto,George Miller Tina Turner Bruce Spence Angelo Rossitto Action Adventure Sci-Fi Thriller
3050,3050,3050,commando,Mark L. Lester,Action Adventure Thriller,Bill Duke,Vernon Wells,Rae Dawn Chong,Mark L. Lester Bill Duke Vernon Wells Rae Dawn Chong Action Adventure Thriller
3051,3051,3051,the boy,William Brent Bell,Horror Mystery Thriller,Lauren Cohan,Rupert Evans,Stephanie Lemelin,William Brent Bell Lauren Cohan Rupert Evans Stephanie Lemelin Horror Mystery Thriller
3052,3052,3052,devil,John Erick Dowdle,Horror Mystery Thriller,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,John Erick Dowdle Bojana Novakovic Bokeem Woodbine Geoffrey Arend Horror Mystery Thriller
3053,3053,3053,friday after next,Marcus Raboy,Comedy Drama,John Witherspoon,Mike Epps,Katt Williams,Marcus Raboy John Witherspoon Mike Epps Katt Williams Comedy Drama
3054,3054,3054,insidious: chapter 3,Leigh Whannell,Fantasy Horror Thriller,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Leigh Whannell Lin Shaye Hayley Kiyoko Leigh Whannell Fantasy Horror Thriller
3055,3055,3055,the last dragon,Michael Schultz,Action Comedy Drama Music,Mike Starr,Vanity,Keshia Knight Pulliam,Michael Schultz Mike Starr Vanity Keshia Knight Pulliam Action Comedy Drama Music
3056,3056,3056,snatch,Guy Ritchie,Comedy Crime,Jason Statham,Brad Pitt,Jason Flemyng,Guy Ritchie Jason Statham Brad Pitt Jason Flemyng Comedy Crime
3057,3057,3057,the lawnmower man,Brett Leonard,Horror Sci-Fi,Jeff Fahey,Austin O'Brien,Troy Evans,Brett Leonard Jeff Fahey Austin O'Brien Troy Evans Horror Sci-Fi
3058,3058,3058,nick and norah's infinite playlist,Peter Sollett,Comedy Drama Music Romance,Ari Graynor,Alexis Dziena,Aaron Yoo,Peter Sollett Ari Graynor Alexis Dziena Aaron Yoo Comedy Drama Music Romance
3059,3059,3059,dogma,Kevin Smith,Adventure Comedy Drama Fantasy,Matt Damon,Janeane Garofalo,George Carlin,Kevin Smith Matt Damon Janeane Garofalo George Carlin Adventure Comedy Drama Fantasy
3060,3060,3060,the banger sisters,Bob Dolman,Comedy Drama,Erika Christensen,Eva Amurri Martino,Sal Lopez,Bob Dolman Erika Christensen Eva Amurri Martino Sal Lopez Comedy Drama
3061,3061,3061,twilight zone: the movie,Joe Dante,Fantasy Horror Sci-Fi,Albert Brooks,Al Leong,Vic Morrow,Joe Dante Albert Brooks Al Leong Vic Morrow Fantasy Horror Sci-Fi
3062,3062,3062,road house,Rowdy Herrington,Action Thriller,Ben Gazzara,Kevin Tighe,Kelly Lynch,Rowdy Herrington Ben Gazzara Kevin Tighe Kelly Lynch Action Thriller
3063,3063,3063,a low down dirty shame,Keenen Ivory Wayans,Action Comedy Crime,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Keenen Ivory Wayans Jada Pinkett Smith Salli Richardson-Whitfield Charles S. Dutton Action Comedy Crime
